Number,Type,Skin,NumberTraits,Traits,Rarity,HiddenTraits,Owner
8704,Female,Light-skinned,3,"['Hot Lipstick', 'Purple Eye Shadow', 'Straight Hair']",2735,,0x005734
8705,Male,Dark-skinned,2,"['Clown Eyes Green', 'Purple Hair']",3223,,0x8F6b1e
8706,Male,Light-skinned,3,"['Earring', 'Mole', 'Shaved Head']",7579,,0xEE05F6
8707,Male,Light-skinned,4,"['Earring', 'Shadow Beard', 'Small Shades', 'Vampire Hair']",2169,,0x553721
8708,Male,Albino-skinned,3,"['Medical Mask', 'Mustache', 'Peak Spike']",3520,['Hidden Mustache'],0xB813c6
8709,Female,Mid-skinned,4,"['Earring', 'Green Eye Shadow', 'Hot Lipstick', 'Wild Blonde']",1546,,0xc24F57
8710,Male,Dark-skinned,3,"['Horned Rim Glasses', 'Luxurious Beard', 'Mohawk']",6449,,0xE5545c
8711,Male,Mid-skinned,2,"['Regular Shades', 'Vampire Hair']",2280,,0x577eBC
8712,Male,Mid-skinned,4,"['Earring', 'Eye Patch', 'Front Beard', 'Top Hat']",783,,0xa25803
8713,Male,Albino-skinned,2,"['Hoodie', 'Horned Rim Glasses']",4979,,0xD16d91
8714,Male,Light-skinned,3,"['Do-rag', 'Handlebars', 'Horned Rim Glasses']",5470,,0xCC7C33
8715,Male,Mid-skinned,4,"['Clown Eyes Green', 'Frown', 'Mohawk', 'Mustache']",5199,,0xc70A09
8716,Male,Light-skinned,3,"['Chinstrap', 'Headband', 'Medical Mask']",3512,,0xc43473
8717,Male,Light-skinned,4,"['Cap Forward', 'Earring', 'Horned Rim Glasses', 'Normal Beard Black']",4652,,0x271f35
8718,Male,Albino-skinned,3,"['Earring', 'Small Shades', 'Wild Hair']",8301,,0x6D5551
8719,Female,Mid-skinned,4,"['Blue Eye Shadow', 'Earring', 'Hot Lipstick', 'Tassle Hat']",3609,['Hidden Earring'],0x565CAd
8720,Male,Light-skinned,3,"['Classic Shades', 'Front Beard Dark', 'Top Hat']",767,,0x799e6b
8721,Male,Light-skinned,2,"['Pipe', 'Stringy Hair']",7917,,0x078303
8722,Female,Light-skinned,2,"['Black Lipstick', 'Cap']",8211,,0x5ea968
8723,Female,Mid-skinned,2,"['Cigarette', 'Wild Blonde']",1739,,0x46e449
8724,Male,Light-skinned,2,"['Clown Hair Green', 'Nerd Glasses']",2654,,0x50dd57
8725,Female,Dark-skinned,3,"['Blue Eye Shadow', 'Pink With Hat', 'Purple Lipstick']",672,,0x0309A5
8726,Female,Dark-skinned,3,"['Black Lipstick', 'Clown Hair Green', 'Vape']",2509,,0xBeC69d
8727,Male,Dark-skinned,3,"['Cigarette', 'Frumpy Hair', 'Handlebars']",5584,,0x514d6f
8728,Male,Light-skinned,3,"['Handlebars', 'Mohawk Dark', 'Nerd Glasses']",5559,,0xa25803
8729,Male,Dark-skinned,3,"['Cigarette', 'Hoodie', 'Nerd Glasses']",4986,,0x33F848
8730,Male,Dark-skinned,3,"['Earring', 'Normal Beard', 'Stringy Hair']",7067,,
8731,Female,Light-skinned,3,"['Earring', 'Hot Lipstick', 'Tiara']",246,,0xCC7C33
8732,Female,Dark-skinned,3,"['Classic Shades', 'Dark Hair', 'Spots']",887,,0xCC7C33
8733,Female,Dark-skinned,2,"['Welding Goggles', 'Wild White Hair']",408,,0x9ad613
8734,Male,Mid-skinned,3,"['Bandana', 'Eye Mask', 'Normal Beard Black']",6735,,0xC272Ed
8735,Male,Albino-skinned,2,"['Cap', 'Mustache']",6608,,0x7C38Bd
8736,Female,Light-skinned,2,"['Messy Hair', 'Nerd Glasses']",9679,,0x94de7E
8737,Male,Light-skinned,3,"['Mohawk Dark', 'Shadow Beard', 'Vape']",5909,,0xa25803
8738,Male,Dark-skinned,2,"['Beanie', 'Clown Eyes Green']",79,,0x0601D0
8739,Male,Albino-skinned,2,"['Messy Hair', 'Regular Shades']",9632,,0xCEB810
8740,Male,Mid-skinned,3,"['Earring', 'Eye Patch', 'Mohawk Thin']",9082,,0x4D5730
8741,Male,Mid-skinned,4,"['Earring', 'Horned Rim Glasses', 'Normal Beard', 'Police Cap']",3991,,0x717403
8742,Female,Mid-skinned,2,"['Cigarette', 'Eye Mask']",4460,,0xD79b93
8743,Male,Mid-skinned,2,"['Clown Eyes Blue', 'Clown Hair Green']",2588,,0xF413aF
8744,Female,Mid-skinned,2,"['Clown Hair Green', 'Horned Rim Glasses']",2641,,0xf3016B
8745,Female,Mid-skinned,3,"['Black Lipstick', 'Purple Eye Shadow', 'Straight Hair Blonde']",1498,,0x6B2932
8746,Female,Dark-skinned,3,"['Clown Eyes Green', 'Hot Lipstick', 'Tassle Hat']",3662,,0x052564
8747,Female,Mid-skinned,3,"['Blue Eye Shadow', 'Purple Lipstick', 'Straight Hair Dark']",2479,,0xB2546A
8748,Male,Light-skinned,3,"['Headband', 'Mustache', 'Rosy Cheeks']",1036,,0x577eBC
8749,Female,Light-skinned,3,"['Cigarette', 'Clown Nose', 'Frumpy Hair']",4186,,0xBA19BA
8750,Female,Albino-skinned,3,"['Black Lipstick', 'Orange Side', 'Rosy Cheeks']",255,,0xE83C75
8751,Male,Dark-skinned,2,"['Do-rag', 'Normal Beard']",6921,,0x0e6167
8752,Male,Dark-skinned,2,"['Beanie', 'Regular Shades']",87,,0x00668b
8753,Male,Mid-skinned,5,"['Buck Teeth', 'Cap Forward', 'Earring', 'Front Beard Dark', 'Horned Rim Glasses']",333,,0xCffC33
8754,Male,Light-skinned,3,"['Cap Forward', 'Earring', 'Mustache']",4646,,0xC352B5
8755,Female,Mid-skinned,2,"['Horned Rim Glasses', 'Mohawk Thin']",9212,,
8756,Male,Light-skinned,3,"['Peak Spike', 'Rosy Cheeks', 'Small Shades']",1051,,0xF9eA2b
8757,Female,Light-skinned,3,"['Earring', 'Pigtails', 'Vape']",589,,0x8b27de
8758,Male,Mid-skinned,3,"['Classic Shades', 'Earring', 'Mohawk Dark']",8971,,0x8b27de
8759,Female,Light-skinned,3,"['Big Shades', 'Blonde Short', 'Earring']",1174,,0x560b92
8760,Female,Dark-skinned,3,"['Purple Lipstick', 'Regular Shades', 'Wild Blonde']",1644,,0xD79b93
8761,Male,Light-skinned,4,"['Cap', 'Cigarette', 'Front Beard Dark', 'Regular Shades']",5064,,0x6d5596
8762,Male,Light-skinned,3,"['Handlebars', 'Mohawk Thin', 'Vape']",5454,,0x2CeFb2
8763,Female,Dark-skinned,2,"['Headband', 'Vape']",5892,,0x0d7bF6
8764,Female,Dark-skinned,3,"['Green Eye Shadow', 'Pipe', 'Straight Hair']",2751,,0xcFD9cc
8765,Female,Mid-skinned,2,"['Horned Rim Glasses', 'Straight Hair Dark']",2642,,0x998E2d
8766,Female,Dark-skinned,3,"['Blonde Bob', 'Classic Shades', 'Pipe']",2127,,0x717403
8767,Female,Light-skinned,4,"['Earring', 'Horned Rim Glasses', 'Hot Lipstick', 'Wild White Hair']",1306,['Hidden Earring'],0x9d3F4E
8768,Male,Dark-skinned,3,"['Luxurious Beard', 'Stringy Hair', 'VR']",6357,,0xa25803
8769,Female,Albino-skinned,2,"['Mohawk Dark', 'Mole']",9040,,0x363ef1
8770,Male,Mid-skinned,5,"['Clown Eyes Green', 'Earring', 'Hoodie', 'Mole', 'Normal Beard Black']",3310,"['Hidden Earring', 'Hidden Mole']",0x279679
8771,Female,Light-skinned,4,"['Classic Shades', 'Earring', 'Hot Lipstick', 'Straight Hair']",2800,['Hidden Earring'],0xDde8DF
8772,Male,Light-skinned,4,"['Front Beard', 'Frown', 'Hoodie', 'Small Shades']",4795,['Hidden Frown'],0x4084dF
8773,Female,Dark-skinned,4,"['3D Glasses', 'Cigarette', 'Earring', 'Wild Hair']",6502,['Hidden Earring'],0x8d23BE
8774,Female,Dark-skinned,4,"['Black Lipstick', 'Cigarette', 'Earring', 'Straight Hair']",2831,['Hidden Earring'],0x1D12d0
8775,Female,Light-skinned,3,"['Black Lipstick', 'Pipe', 'Straight Hair']",2771,,0xDde8DF
8776,Female,Dark-skinned,2,"['Green Eye Shadow', 'Straight Hair Blonde']",1551,,0xC272Ed
8777,Male,Albino-skinned,3,"['Cigarette', 'Handlebars', 'Wild Hair']",5594,,0x50dd57
8778,Male,Albino-skinned,3,"['Earring', 'Frumpy Hair', 'Horned Rim Glasses']",9397,,0x577eBC
8779,Female,Albino-skinned,2,"['Clown Eyes Blue', 'Tiara']",223,,0x062C54
8780,Zombie,Zombie-skinned,2,"['Frumpy Hair', 'Shadow Beard']",552,,0x7760E0
8781,Male,Light-skinned,4,"['Big Shades', 'Frown', 'Knitted Cap', 'Shadow Beard']",5280,,0x0E103A
8782,Female,Mid-skinned,2,"['Classic Shades', 'Tassle Hat']",3682,,0xC272Ed
8783,Male,Dark-skinned,4,"['Big Shades', 'Cigarette', 'Goat', 'Peak Spike']",7232,,0xCE3ecc
8784,Male,Mid-skinned,4,"['Cap Forward', 'Chinstrap', 'Classic Shades', 'Earring']",4620,,0x0601D0
8785,Male,Dark-skinned,3,"['Beanie', 'Earring', 'Luxurious Beard']",65,,0x062C54
8786,Male,Light-skinned,4,"['Crazy Hair', 'Earring', 'Regular Shades', 'Smile']",4321,,0xFe2F27
8787,Female,Mid-skinned,3,"['Blonde Bob', 'Earring', 'VR']",2149,['Hidden Earring'],0x279679
8788,Male,Light-skinned,3,"['Bandana', 'Front Beard', 'Mole']",6111,,0xF65e16
8789,Male,Mid-skinned,3,"['Messy Hair', 'Normal Beard', 'Silver Chain']",2907,,0xdb25E3
8790,Female,Light-skinned,4,"['Black Lipstick', 'Horned Rim Glasses', 'Pipe', 'Wild Hair']",7894,,0x577eBC
8791,Male,Dark-skinned,3,"['Big Beard', 'Cowboy Hat', 'Small Shades']",1342,,0xCffC33
8792,Female,Mid-skinned,4,"['Earring', 'Hot Lipstick', 'Purple Eye Shadow', 'Stringy Hair']",5434,,0x5ea968
8793,Female,Mid-skinned,2,"['Classic Shades', 'Red Mohawk']",2254,,0x577eBC
8794,Male,Mid-skinned,3,"['Cigarette', 'Horned Rim Glasses', 'Purple Hair']",3246,,0x4084dF
8795,Female,Mid-skinned,2,"['Black Lipstick', 'Blonde Short']",1192,,0x6F4A2d
8796,Male,Light-skinned,3,"['Crazy Hair', 'Muttonchops', 'VR']",7623,,0x78f026
8797,Female,Dark-skinned,4,"['Black Lipstick', 'Cigarette', 'Clown Eyes Blue', 'Half Shaved']",2197,,0x5eA123
8798,Male,Dark-skinned,3,"['Front Beard Dark', 'Messy Hair', 'Vape']",5007,,0x7f100D
8799,Male,Dark-skinned,2,"['Goat', 'Hoodie']",4907,,0x26f744
8800,Female,Albino-skinned,3,"['Earring', 'Purple Eye Shadow', 'Red Mohawk']",1954,,0xa374A9
8801,Male,Dark-skinned,2,"['Smile', 'Top Hat']",765,,0x18eE9C
8802,Female,Albino-skinned,4,"['Blonde Bob', 'Clown Eyes Green', 'Earring', 'Mole']",2178,['Hidden Earring'],0x2478C4
8803,Male,Mid-skinned,3,"['Chinstrap', 'Cowboy Hat', 'Frown']",1361,,0xB53349
8804,Female,Dark-skinned,3,"['Big Shades', 'Vape', 'Wild White Hair']",1253,,0xF1ad94
8805,Female,Mid-skinned,3,"['Gold Chain', 'Pilot Helmet', 'Purple Lipstick']",146,,0x6Ec30F
8806,Male,Dark-skinned,3,"['Knitted Cap', 'Shadow Beard', 'Small Shades']",8259,,0xf91C7F
8807,Female,Dark-skinned,3,"['Cap', 'Clown Eyes Blue', 'Purple Lipstick']",8132,,0x3E34d5
8808,Male,Light-skinned,3,"['Bandana', 'Normal Beard Black', 'VR']",6770,,0x8F6b1e
8809,Female,Dark-skinned,2,"['Rosy Cheeks', 'Stringy Hair']",1090,,0x3BE89b
8810,Female,Dark-skinned,3,"['Classic Shades', 'Mohawk Thin', 'Purple Lipstick']",9101,,0x12e5E3
8811,Male,Mid-skinned,3,"['Buck Teeth', 'Handlebars', 'Vampire Hair']",323,,0xDDFdcB
8812,Male,Dark-skinned,3,"['Earring', 'Frown', 'Shaved Head']",5229,,0xCC7C33
8813,Female,Dark-skinned,3,"['Cap', 'Horned Rim Glasses', 'Hot Lipstick']",8180,,0xcdd84c
8814,Female,Light-skinned,3,"['Earring', 'Purple Eye Shadow', 'Stringy Hair']",5437,,0x7f3aFF
8815,Male,Albino-skinned,2,"['Mole', 'Stringy Hair']",9834,,0x00B278
8816,Male,Light-skinned,3,"['Earring', 'Normal Beard', 'Wild Hair']",7054,,0x2014Ae
8817,Male,Dark-skinned,3,"['Earring', 'Mohawk Dark', 'Normal Beard']",7007,,0xB88F61
8818,Female,Albino-skinned,3,"['Earring', 'Medical Mask', 'Mohawk']",3560,,0xF1ad94
8819,Male,Mid-skinned,2,"['Do-rag', 'Medical Mask']",3532,,0x0E9AED
8820,Male,Mid-skinned,2,"['Eye Mask', 'Mohawk Thin']",7165,,0x62fe39
8821,Male,Mid-skinned,3,"['Big Beard', 'Earring', 'Wild Hair']",1864,,0x301874
8822,Female,Dark-skinned,3,"['3D Glasses', 'Hot Lipstick', 'Tassle Hat']",3634,,0x005734
8823,Male,Mid-skinned,3,"['Normal Beard Black', 'Small Shades', 'Stringy Hair']",6784,,0x577eBC
8824,Male,Light-skinned,3,"['Frumpy Hair', 'Nerd Glasses', 'Normal Beard']",7040,,0x268169
8825,Male,Dark-skinned,4,"['Earring', 'Luxurious Beard', 'Mohawk Thin', 'Nerd Glasses']",6451,,0xC352B5
8826,Male,Mid-skinned,2,"['Chinstrap', 'Mohawk Thin']",6223,,0x2d8d75
8827,Male,Light-skinned,3,"['Clown Nose', 'Earring', 'Wild Hair']",4194,,0x758353
8828,Male,Mid-skinned,3,"['Clown Eyes Blue', 'Hoodie', 'Normal Beard']",4881,,0xc842Ce
8829,Female,Mid-skinned,2,"['Mole', 'Red Mohawk']",2369,,0x8eD4D3
8830,Male,Dark-skinned,4,"['Classic Shades', 'Frown', 'Goat', 'Messy Hair']",5214,,0x56244E
8831,Male,Mid-skinned,3,"['Headband', 'Mustache', 'Pipe']",6596,,0x2E50b2
8832,Male,Light-skinned,3,"['Big Shades', 'Messy Hair', 'Muttonchops']",7738,,0xE113E7
8833,Male,Light-skinned,2,"['Big Shades', 'Messy Hair']",9665,,0x1FCA36
8834,Male,Dark-skinned,3,"['Earring', 'Police Cap', 'Shadow Beard']",4045,,0x7D6E29
8835,Female,Light-skinned,2,"['Cap', 'Green Eye Shadow']",5729,,0xE5C4c4
8836,Female,Mid-skinned,3,"['Hot Lipstick', 'Purple Eye Shadow', 'Straight Hair']",2736,,0xDde8DF
8837,Female,Mid-skinned,3,"['Headband', 'Hot Lipstick', 'Purple Eye Shadow']",5347,,0x8AD272
8838,Male,Mid-skinned,3,"['3D Glasses', 'Knitted Cap', 'Mole']",6421,,0x85d14B
8839,Male,Albino-skinned,4,"['Cigarette', 'Classic Shades', 'Luxurious Beard', 'Shaved Head']",6305,,0x717403
8840,Male,Mid-skinned,3,"['Beanie', 'Frown', 'Mustache']",57,,0x0601D0
8841,Female,Albino-skinned,3,"['Black Lipstick', 'Blue Eye Shadow', 'Tassle Hat']",3601,,0x0601D0
8842,Female,Dark-skinned,3,"['Classic Shades', 'Purple Lipstick', 'Tiara']",228,,0x6F4A2d
8843,Male,Mid-skinned,2,"['Front Beard', 'Mohawk']",6054,,0x4bbb41
8844,Male,Light-skinned,5,"['Cigarette', 'Earring', 'Fedora', 'Luxurious Beard', 'Nerd Glasses']",3283,,0x8a3D2e
8845,Male,Mid-skinned,3,"['3D Glasses', 'Cigarette', 'Do-rag']",6316,,0x5C4FE9
8846,Female,Mid-skinned,3,"['Clown Nose', 'Frumpy Hair', 'Gold Chain']",3382,,0x6F4A2d
8847,Female,Light-skinned,3,"['Cigarette', 'Orange Side', 'Purple Lipstick']",304,,0xb9Fddb
8848,Male,Dark-skinned,3,"['Cigarette', 'Eye Mask', 'Peak Spike']",7105,,0xa25803
8849,Female,Light-skinned,3,"['Horned Rim Glasses', 'Hot Lipstick', 'Pink With Hat']",724,,0x584CDF
8850,Female,Light-skinned,3,"['Blonde Short', 'Earring', 'Purple Lipstick']",1199,,0x215fED
8851,Male,Dark-skinned,3,"['Beanie', 'Eye Patch', 'Shadow Beard']",80,,0xE83C75
8852,Male,Dark-skinned,3,"['Horned Rim Glasses', 'Normal Beard Black', 'Stringy Hair']",6888,,0x51853e
8853,Male,Light-skinned,4,"['Front Beard Dark', 'Pipe', 'Regular Shades', 'Stringy Hair']",5054,,0x1d6220
8854,Female,Albino-skinned,2,"['Big Shades', 'Knitted Cap']",8887,,0x00B278
8855,Female,Light-skinned,3,"['Hot Lipstick', 'Mohawk', 'Vape']",5920,,0x449c69
8856,Female,Dark-skinned,2,"['Blonde Bob', 'Eye Mask']",2106,,0x062C54
8857,Zombie,Zombie-skinned,2,"['3D Glasses', 'Wild Hair']",517,,0x389747
8858,Female,Dark-skinned,3,"['Bandana', 'Clown Eyes Green', 'Earring']",8461,,0xb6bE4D
8859,Male,Albino-skinned,2,"['Eye Mask', 'Shaved Head']",7086,,0x22aA3f
8860,Male,Mid-skinned,3,"['Cigarette', 'Hoodie', 'Luxurious Beard']",4849,,0x44FAb5
8861,Male,Light-skinned,4,"['Chinstrap', 'Earring', 'Mohawk', 'Small Shades']",6171,,0x8CB33d
8862,Female,Mid-skinned,4,"['Big Shades', 'Black Lipstick', 'Dark Hair', 'Gold Chain']",2976,,0x028229
8863,Male,Dark-skinned,3,"['Chinstrap', 'Mohawk Dark', 'VR']",6160,,0xa25803
8864,Male,Mid-skinned,3,"['Goat', 'Pipe', 'Police Cap']",3998,,0xa25803
8865,Male,Albino-skinned,2,"['Beanie', 'Horned Rim Glasses']",89,,0x23B50b
8866,Male,Mid-skinned,4,"['Earring', 'Horned Rim Glasses', 'Luxurious Beard', 'Wild Hair']",6496,,0x7760E0
8867,Female,Dark-skinned,4,"['Medical Mask', 'Pink With Hat', 'Purple Lipstick', 'Rosy Cheeks']",659,['Hidden Lipstick'],0x69021A
8868,Male,Light-skinned,3,"['3D Glasses', 'Hoodie', 'Shadow Beard']",4841,,0xbbaf6D
8869,Male,Dark-skinned,3,"['Bandana', 'Muttonchops', 'Regular Shades']",7766,,0x32b0d0
8870,Male,Light-skinned,5,"['Big Shades', 'Cigarette', 'Earring', 'Luxurious Beard', 'Top Hat']",756,,0xf3CAD4
8871,Male,Light-skinned,4,"['Earring', 'Front Beard', 'Small Shades', 'Stringy Hair']",6006,,0xa7b6f7
8872,Male,Light-skinned,4,"['Big Shades', 'Earring', 'Mustache', 'Police Cap']",3975,,0xdb9187
8873,Female,Dark-skinned,3,"['Blonde Short', 'Purple Eye Shadow', 'Purple Lipstick']",1107,,0x717403
8874,Female,Light-skinned,3,"['Knitted Cap', 'Mole', 'Purple Eye Shadow']",5366,,0xa99aEb
8875,Male,Mid-skinned,3,"['Cigarette', 'Frown', 'Top Hat']",773,,0x577eBC
8876,Male,Light-skinned,3,"['Earring', 'Horned Rim Glasses', 'Mohawk Thin']",9193,,0x1D9d44
8877,Male,Mid-skinned,3,"['Handlebars', 'Hoodie', 'Regular Shades']",4810,,0x9Cb8C1
8878,Male,Albino-skinned,3,"['Bandana', 'Cigarette', 'Normal Beard']",7073,,0x00B278
8879,Male,Light-skinned,3,"['Classic Shades', 'Crazy Hair', 'Mustache']",6635,,0xf09D1a
8880,Female,Light-skinned,2,"['Half Shaved', 'Purple Eye Shadow']",1965,,0x3295df
8881,Male,Mid-skinned,3,"['Eye Patch', 'Medical Mask', 'Top Hat']",758,,0x577eBC
8882,Male,Dark-skinned,4,"['Buck Teeth', 'Chinstrap', 'Earring', 'Stringy Hair']",353,,0xCffC33
8883,Female,Dark-skinned,3,"['Eye Mask', 'Hot Lipstick', 'Messy Hair']",7180,,0xCffC33
8884,Female,Mid-skinned,4,"['Earring', 'Pilot Helmet', 'Purple Lipstick', 'Rosy Cheeks']",145,['Hidden Earring'],0x062C54
8885,Female,Mid-skinned,3,"['Black Lipstick', 'Blue Eye Shadow', 'Stringy Hair']",5703,,
8886,Female,Light-skinned,4,"['Earring', 'Hot Lipstick', 'Purple Eye Shadow', 'Tiara']",199,,0x563f0a
8887,Female,Dark-skinned,4,"['Cigarette', 'Horned Rim Glasses', 'Purple Lipstick', 'Straight Hair Blonde']",1661,,0x717403
8888,Female,Dark-skinned,2,"['Eye Mask', 'Red Mohawk']",2107,,0x301874
8889,Male,Dark-skinned,5,"['Classic Shades', 'Luxurious Beard', 'Peak Spike', 'Smile', 'Vape']",3295,['Hidden Smile'],0x0E9AED
8890,Female,Light-skinned,2,"['Eye Patch', 'Tassle Hat']",3677,,0x4084dF
8891,Female,Dark-skinned,2,"['Frumpy Hair', 'Rosy Cheeks']",1079,,0x577eBC
8892,Male,Light-skinned,3,"['Do-rag', 'Muttonchops', 'Small Shades']",7373,,0x342522
8893,Female,Mid-skinned,3,"['Hot Lipstick', 'Messy Hair', 'VR']",7995,,0x78f0a6
8894,Male,Light-skinned,2,"['Mohawk', 'Mole']",9274,,0xa374A9
8895,Female,Mid-skinned,3,"['Clown Eyes Blue', 'Hot Lipstick', 'Messy Hair']",8564,,0x3BE89b
8896,Female,Mid-skinned,4,"['Cigarette', 'Clown Eyes Green', 'Hot Lipstick', 'Wild White Hair']",1276,,0x69021A
8897,Male,Mid-skinned,3,"['Big Shades', 'Mohawk Dark', 'Normal Beard']",7003,,0xB9f503
8898,Male,Dark-skinned,3,"['Goat', 'Nerd Glasses', 'Top Hat']",815,,0xc24F57
8899,Male,Mid-skinned,3,"['3D Glasses', 'Buck Teeth', 'Stringy Hair']",354,,0x6611fE
8900,Male,Light-skinned,2,"['Buck Teeth', 'Cap Forward']",345,,0x702E9e
8901,Male,Mid-skinned,3,"['Earring', 'Handlebars', 'Mohawk Dark']",5563,,0x5b00F3
8902,Male,Mid-skinned,2,"['Normal Beard', 'Small Shades']",4452,,0xE50c4F
8903,Female,Mid-skinned,3,"['Bandana', 'Earring', 'Hot Lipstick']",9980,,0x0C1928
8904,Female,Light-skinned,4,"['Cap', 'Clown Nose', 'Pipe', 'Purple Eye Shadow']",4100,,0x996290
8905,Female,Mid-skinned,3,"['Clown Eyes Blue', 'Mole', 'Wild Hair']",8550,,0x68952d
8906,Female,Mid-skinned,3,"['Hot Lipstick', 'Stringy Hair', 'Welding Goggles']",478,,0x5FBE63
8907,Female,Mid-skinned,3,"['Earring', 'Horned Rim Glasses', 'Pink With Hat']",726,['Hidden Earring'],0x8F6b1e
8908,Male,Light-skinned,4,"['Front Beard', 'Mohawk Thin', 'Small Shades', 'Smile']",4241,['Hidden Smile'],0xb38071
8909,Zombie,Zombie-skinned,3,"['Luxurious Beard', 'Police Cap', 'Regular Shades']",490,,0x9ad613
8910,Male,Light-skinned,2,"['Nerd Glasses', 'Police Cap']",4068,,0xE83C75
8911,Male,Dark-skinned,3,"['Big Shades', 'Mohawk Dark', 'Normal Beard']",7002,,0x82637d
8912,Female,Light-skinned,3,"['Hot Lipstick', 'Purple Eye Shadow', 'Wild Blonde']",1508,,0x967Fb9
8913,Male,Mid-skinned,2,"['Big Shades', 'Vampire Hair']",2313,,0x241f57
8914,Male,Light-skinned,3,"['Big Shades', 'Chinstrap', 'Headband']",6181,,0xa25803
8915,Male,Light-skinned,3,"['Earring', 'Frumpy Hair', 'Small Shades']",8292,,0x968b61
8916,Female,Dark-skinned,3,"['Cigarette', 'Pigtails', 'Purple Eye Shadow']",573,,0xeE433C
8917,Female,Dark-skinned,3,"['Cigarette', 'Gold Chain', 'Headband']",3437,,0x2363B1
8918,Male,Light-skinned,4,"['Earring', 'Nerd Glasses', 'Smile', 'Stringy Hair']",4374,,0xD5438f
8919,Male,Dark-skinned,3,"['Big Shades', 'Do-rag', 'Shadow Beard']",7497,,0x1C0511
8920,Male,Dark-skinned,4,"['Buck Teeth', 'Cigarette', 'Clown Eyes Green', 'Stringy Hair']",378,,0x96B48F
8921,Male,Mid-skinned,4,"['Cigarette', 'Front Beard Dark', 'Nerd Glasses', 'Police Cap']",3920,,0xa25803
8922,Female,Dark-skinned,2,"['Classic Shades', 'Hot Lipstick']",4562,,0xc24F57
8923,Female,Albino-skinned,2,"['Horned Rim Glasses', 'Messy Hair']",9653,,0x577eBC
8924,Female,Light-skinned,3,"['Black Lipstick', 'Headband', 'Horned Rim Glasses']",8644,,0x566ac1
8925,Male,Mid-skinned,4,"['Cigarette', 'Do-rag', 'Horned Rim Glasses', 'Smile']",4279,,0x717403
8926,Male,Dark-skinned,3,"['Bandana', 'Classic Shades', 'Smile']",4381,,0x584CDF
8927,Male,Light-skinned,2,"['Bandana', 'Silver Chain']",2973,,0xFa70E9
8928,Female,Mid-skinned,2,"['Hot Lipstick', 'VR']",4488,,0xc24F57
8929,Male,Mid-skinned,5,"['Big Shades', 'Do-rag', 'Earring', 'Mole', 'Normal Beard Black']",3348,['Hidden Mole'],0x21c839
8930,Male,Light-skinned,3,"['Crazy Hair', 'Earring', 'Small Shades']",8255,,0xBA0c68
8931,Male,Mid-skinned,4,"['Do-rag', 'Shadow Beard', 'Small Shades', 'Vape']",5860,,0x850B57
8932,Female,Dark-skinned,4,"['Clown Eyes Blue', 'Earring', 'Half Shaved', 'Hot Lipstick']",2205,['Hidden Earring'],0xc0d92F
8933,Female,Light-skinned,2,"['Dark Hair', 'Pipe']",3019,,0x6fe97D
8934,Male,Light-skinned,3,"['Horned Rim Glasses', 'Muttonchops', 'Police Cap']",4007,,0x78f026
8935,Male,Light-skinned,3,"['Cigarette', 'Fedora', 'Smile']",3755,,0xa25803
8936,Female,Mid-skinned,3,"['Earring', 'Medical Mask', 'Wild Hair']",3571,['Hidden Earring'],0xBeC69d
8937,Female,Light-skinned,3,"['Frumpy Hair', 'Horned Rim Glasses', 'Hot Lipstick']",9394,,0x1F52DC
8938,Male,Light-skinned,2,"['Bandana', 'Front Beard Dark']",5174,,0x86AB84
8939,Female,Light-skinned,3,"['Black Lipstick', 'Purple Eye Shadow', 'Straight Hair']",2731,,0x005734
8940,Male,Dark-skinned,3,"['Chinstrap', 'Shaved Head', 'Smile']",4243,,0x717403
8941,Male,Light-skinned,2,"['Headband', 'Mustache']",6631,,0x4C3F90
8942,Female,Mid-skinned,2,"['Blue Eye Shadow', 'Stringy Hair']",5711,,0x22dE60
8943,Male,Mid-skinned,3,"['Mohawk Dark', 'Small Shades', 'Vape']",5882,,0x9CA9b5
8944,Female,Dark-skinned,3,"['Clown Eyes Green', 'Crazy Hair', 'Earring']",8347,,0x05c31f
8945,Male,Mid-skinned,3,"['Earring', 'Mohawk Dark', 'Mole']",9042,,0xCb7624
8946,Male,Dark-skinned,2,"['Bandana', 'Rosy Cheeks']",1097,,0x7E4100
8947,Male,Light-skinned,3,"['Crazy Hair', 'Earring', 'Eye Mask']",7131,,0xd94Be5
8948,Male,Dark-skinned,3,"['Classic Shades', 'Mohawk Dark', 'Spots']",955,,0xa25803
8949,Male,Dark-skinned,4,"['Classic Shades', 'Earring', 'Frumpy Hair', 'Vape']",5931,,0x13816F
8950,Female,Light-skinned,4,"['Cigarette', 'Hot Lipstick', 'Knitted Cap', 'Nerd Glasses']",8905,,0x6611fE
8951,Male,Albino-skinned,3,"['Chinstrap', 'Do-rag', 'VR']",6124,,0x20a6F2
8952,Female,Mid-skinned,3,"['Bandana', 'Black Lipstick', 'Regular Shades']",9900,,0xA64BdD
8953,Male,Light-skinned,2,"['Medical Mask', 'Wild Hair']",3573,,0xb462C4
8954,Female,Mid-skinned,3,"['Black Lipstick', 'Horned Rim Glasses', 'Messy Hair']",9644,,0x9624F4
8955,Female,Light-skinned,3,"['Black Lipstick', 'Eye Mask', 'Half Shaved']",2099,,0x407f0c
8956,Male,Light-skinned,2,"['Mohawk', 'Vape']",5927,,0x7e21Cd
